The training set: set 1
********************0********************
Current learning rate: 0.01
Epoch: [0][  0/292]	Loss 2.1208 (2.1208)	Accuracy 12.500 (12.500)
Test: [ 0/74]	Loss 1.7636 (1.7636)	Accuracy 28.125 (28.125)
Test: [10/74]	Loss 1.7659 (1.7269)	Accuracy 21.875 (27.273)
Test: [20/74]	Loss 1.8016 (1.7587)	Accuracy 12.500 (25.893)
Test: [30/74]	Loss 1.6827 (1.7704)	Accuracy 34.375 (25.504)
Test: [40/74]	Loss 1.9820 (1.7650)	Accuracy 21.875 (25.762)
Test: [50/74]	Loss 1.8826 (1.7738)	Accuracy 31.250 (26.471)
Test: [60/74]	Loss 1.5532 (1.7579)	Accuracy 50.000 (28.125)
Test: [70/74]	Loss 1.4871 (1.7399)	Accuracy 50.000 (29.049)
Current Accuracy: 28.529
The best accuracy: 28.528657913208008
An epoch time: {:.1f}s320.1861672401428
********************3********************
Current learning rate: 0.01
Epoch: [3][  0/292]	Loss 1.7191 (1.7191)	Accuracy 25.000 (25.000)
Epoch: [3][ 10/292]	Loss 1.6528 (1.7597)	Accuracy 28.125 (25.568)
Epoch: [3][ 20/292]	Loss 1.7070 (1.7599)	Accuracy 18.750 (24.702)
Epoch: [3][ 30/292]	Loss 1.8248 (1.7537)	Accuracy 18.750 (25.907)
Epoch: [3][ 40/292]	Loss 1.7416 (1.7521)	Accuracy 21.875 (26.982)
Epoch: [3][ 50/292]	Loss 1.6725 (1.7528)	Accuracy 28.125 (26.777)
Epoch: [3][ 60/292]	Loss 1.6985 (1.7538)	Accuracy 21.875 (26.486)
Epoch: [3][ 70/292]	Loss 1.8091 (1.7617)	Accuracy 15.625 (25.880)
Epoch: [3][ 80/292]	Loss 1.7872 (1.7683)	Accuracy 12.500 (25.502)
Epoch: [3][ 90/292]	Loss 1.7244 (1.7660)	Accuracy 21.875 (25.687)
Epoch: [3][100/292]	Loss 1.7433 (1.7637)	Accuracy 37.500 (26.083)
Epoch: [3][110/292]	Loss 1.6947 (1.7624)	Accuracy 31.250 (25.985)
Epoch: [3][120/292]	Loss 1.7578 (1.7603)	Accuracy 40.625 (26.369)
Epoch: [3][130/292]	Loss 1.7039 (1.7621)	Accuracy 31.250 (26.336)
Epoch: [3][140/292]	Loss 1.6609 (1.7630)	Accuracy 28.125 (26.396)
Epoch: [3][150/292]	Loss 1.7665 (1.7663)	Accuracy 18.750 (26.469)
Epoch: [3][160/292]	Loss 1.8894 (1.7663)	Accuracy 18.750 (26.300)
Epoch: [3][170/292]	Loss 1.7324 (1.7682)	Accuracy 25.000 (26.042)
Epoch: [3][180/292]	Loss 1.6311 (1.7679)	Accuracy 28.125 (25.967)
Epoch: [3][190/292]	Loss 1.7295 (1.7691)	Accuracy 28.125 (26.014)
Epoch: [3][200/292]	Loss 1.7761 (1.7699)	Accuracy 18.750 (25.700)
Epoch: [3][210/292]	Loss 1.7334 (1.7683)	Accuracy 31.250 (25.666)
Epoch: [3][220/292]	Loss 1.7096 (1.7652)	Accuracy 31.250 (25.848)
Epoch: [3][230/292]	Loss 1.7399 (1.7641)	Accuracy 15.625 (25.866)
Epoch: [3][240/292]	Loss 1.6348 (1.7619)	Accuracy 37.500 (26.024)
Epoch: [3][250/292]	Loss 1.9069 (1.7619)	Accuracy 34.375 (26.046)
Epoch: [3][260/292]	Loss 1.8578 (1.7620)	Accuracy 12.500 (26.006)
Epoch: [3][270/292]	Loss 1.7872 (1.7621)	Accuracy 15.625 (25.899)
Epoch: [3][280/292]	Loss 1.7228 (1.7638)	Accuracy 25.000 (25.745)
Epoch: [3][290/292]	Loss 1.6336 (1.7635)	Accuracy 40.625 (25.795)
Test: [ 0/74]	Loss 1.7529 (1.7529)	Accuracy 18.750 (18.750)
Test: [10/74]	Loss 1.8130 (1.6899)	Accuracy 21.875 (26.705)
Test: [20/74]	Loss 1.8087 (1.7215)	Accuracy 21.875 (27.976)
Test: [30/74]	Loss 1.6455 (1.7391)	Accuracy 31.250 (26.613)
Test: [40/74]	Loss 1.8975 (1.7369)	Accuracy 18.750 (25.762)
Test: [50/74]	Loss 1.8974 (1.7431)	Accuracy  9.375 (26.225)
Test: [60/74]	Loss 1.5042 (1.7287)	Accuracy 37.500 (26.895)
Test: [70/74]	Loss 1.6479 (1.7198)	Accuracy 37.500 (27.377)
Current Accuracy: 27.759
The best accuracy: 28.528657913208008
An epoch time: {:.1f}s321.31996297836304
********************4********************
Current learning rate: 0.01
Epoch: [4][  0/292]	Loss 2.0105 (2.0105)	Accuracy 18.750 (18.750)
Epoch: [4][ 10/292]	Loss 1.7290 (1.7482)	Accuracy 21.875 (27.557)
Epoch: [4][ 20/292]	Loss 1.6991 (1.7414)	Accuracy 25.000 (27.083)
Epoch: [4][ 30/292]	Loss 1.6947 (1.7530)	Accuracy 28.125 (26.411)
Epoch: [4][ 40/292]	Loss 1.8290 (1.7555)	Accuracy 15.625 (26.829)
Epoch: [4][ 50/292]	Loss 1.7635 (1.7583)	Accuracy 21.875 (26.716)
Epoch: [4][ 60/292]	Loss 1.7656 (1.7666)	Accuracy 37.500 (26.742)
Epoch: [4][ 70/292]	Loss 1.7591 (1.7688)	Accuracy 31.250 (26.849)
Epoch: [4][ 80/292]	Loss 1.5757 (1.7622)	Accuracy 40.625 (27.045)
Epoch: [4][ 90/292]	Loss 1.9619 (1.7632)	Accuracy 18.750 (26.923)
Epoch: [4][100/292]	Loss 1.8095 (1.7685)	Accuracy 12.500 (26.207)
Epoch: [4][110/292]	Loss 1.5969 (1.7638)	Accuracy 28.125 (25.985)
Epoch: [4][120/292]	Loss 1.5213 (1.7588)	Accuracy 34.375 (26.214)
Epoch: [4][130/292]	Loss 1.7130 (1.7580)	Accuracy 37.500 (26.169)
Epoch: [4][140/292]	Loss 1.6629 (1.7554)	Accuracy 40.625 (26.352)
Epoch: [4][150/292]	Loss 1.6902 (1.7557)	Accuracy 25.000 (26.304)
Epoch: [4][160/292]	Loss 1.8590 (1.7602)	Accuracy 18.750 (25.990)
Epoch: [4][170/292]	Loss 1.6647 (1.7597)	Accuracy 25.000 (26.115)
Epoch: [4][180/292]	Loss 1.7168 (1.7615)	Accuracy 28.125 (26.122)
Epoch: [4][190/292]	Loss 1.8942 (1.7583)	Accuracy 25.000 (26.080)
Epoch: [4][200/292]	Loss 1.8410 (1.7550)	Accuracy 21.875 (26.399)
Epoch: [4][210/292]	Loss 1.6778 (1.7540)	Accuracy 34.375 (26.600)
Epoch: [4][220/292]	Loss 1.6302 (1.7536)	Accuracy 31.250 (26.598)
Epoch: [4][230/292]	Loss 1.9131 (1.7555)	Accuracy 15.625 (26.299)
Epoch: [4][240/292]	Loss 1.7403 (1.7569)	Accuracy 28.125 (26.310)
Epoch: [4][250/292]	Loss 1.7798 (1.7566)	Accuracy 18.750 (26.282)
Epoch: [4][260/292]	Loss 1.7129 (1.7536)	Accuracy 28.125 (26.437)
Epoch: [4][270/292]	Loss 1.6052 (1.7522)	Accuracy 25.000 (26.534)
Epoch: [4][280/292]	Loss 1.8123 (1.7525)	Accuracy 18.750 (26.668)
Epoch: [4][290/292]	Loss 1.6831 (1.7522)	Accuracy 25.000 (26.761)
Test: [ 0/74]	Loss 1.8554 (1.8554)	Accuracy 28.125 (28.125)
Test: [10/74]	Loss 1.7587 (1.6719)	Accuracy 25.000 (33.239)
Test: [20/74]	Loss 1.9238 (1.7379)	Accuracy 18.750 (30.506)
Test: [30/74]	Loss 1.6690 (1.7511)	Accuracy 25.000 (29.637)
Test: [40/74]	Loss 1.9479 (1.7450)	Accuracy 15.625 (28.582)
Test: [50/74]	Loss 1.7349 (1.7472)	Accuracy 34.375 (28.676)
Test: [60/74]	Loss 1.3744 (1.7201)	Accuracy 56.250 (29.457)
Test: [70/74]	Loss 1.6984 (1.7059)	Accuracy 37.500 (29.401)
Current Accuracy: 28.657
The best accuracy: 28.656972885131836
An epoch time: {:.1f}s310.25340461730957
********************5********************
Current learning rate: 0.01
Epoch: [5][  0/292]	Loss 1.7396 (1.7396)	Accuracy 21.875 (21.875)
Epoch: [5][ 10/292]	Loss 1.8488 (1.7055)	Accuracy 15.625 (26.136)
Epoch: [5][ 20/292]	Loss 1.7025 (1.7242)	Accuracy 25.000 (28.423)
Epoch: [5][ 30/292]	Loss 1.7539 (1.7203)	Accuracy 37.500 (27.218)
Epoch: [5][ 40/292]	Loss 1.7449 (1.7289)	Accuracy 31.250 (27.515)
Epoch: [5][ 50/292]	Loss 1.9040 (1.7400)	Accuracy 18.750 (27.451)
Epoch: [5][ 60/292]	Loss 1.7680 (1.7367)	Accuracy 28.125 (27.971)
Epoch: [5][ 70/292]	Loss 1.6970 (1.7402)	Accuracy 31.250 (27.861)
Epoch: [5][ 80/292]	Loss 1.6145 (1.7373)	Accuracy 40.625 (27.778)
Epoch: [5][ 90/292]	Loss 1.7602 (1.7425)	Accuracy 31.250 (27.438)
Epoch: [5][100/292]	Loss 1.6218 (1.7397)	Accuracy 31.250 (27.692)
Epoch: [5][110/292]	Loss 1.7471 (1.7373)	Accuracy 21.875 (27.562)
Epoch: [5][120/292]	Loss 1.7412 (1.7360)	Accuracy 25.000 (27.454)
Epoch: [5][130/292]	Loss 1.5597 (1.7340)	Accuracy 40.625 (27.576)
Epoch: [5][140/292]	Loss 1.8287 (1.7316)	Accuracy 12.500 (27.837)
Epoch: [5][150/292]	Loss 1.7737 (1.7319)	Accuracy 28.125 (27.959)
Epoch: [5][160/292]	Loss 1.6638 (1.7315)	Accuracy 28.125 (27.911)
Epoch: [5][170/292]	Loss 1.7295 (1.7329)	Accuracy 31.250 (27.906)
Epoch: [5][180/292]	Loss 1.7169 (1.7320)	Accuracy 25.000 (27.901)
Epoch: [5][190/292]	Loss 1.9152 (1.7328)	Accuracy 25.000 (27.830)
Epoch: [5][200/292]	Loss 1.6740 (1.7335)	Accuracy 50.000 (28.001)
Epoch: [5][210/292]	Loss 1.6372 (1.7336)	Accuracy 31.250 (27.844)
Epoch: [5][220/292]	Loss 1.7030 (1.7322)	Accuracy 34.375 (28.040)
Epoch: [5][230/292]	Loss 1.8190 (1.7341)	Accuracy  9.375 (28.071)
Epoch: [5][240/292]	Loss 1.8143 (1.7352)	Accuracy 15.625 (27.943)
Epoch: [5][250/292]	Loss 1.7914 (1.7344)	Accuracy 21.875 (27.851)
Epoch: [5][260/292]	Loss 1.7759 (1.7335)	Accuracy 21.875 (27.886)
Epoch: [5][270/292]	Loss 1.9185 (1.7332)	Accuracy 34.375 (27.871)
Epoch: [5][280/292]	Loss 1.6229 (1.7338)	Accuracy 25.000 (27.869)
Epoch: [5][290/292]	Loss 1.8146 (1.7343)	Accuracy 18.750 (27.695)
Test: [ 0/74]	Loss 1.8133 (1.8133)	Accuracy 21.875 (21.875)
Test: [10/74]	Loss 1.7858 (1.6550)	Accuracy 31.250 (34.375)
Test: [20/74]	Loss 1.7005 (1.6993)	Accuracy 21.875 (32.440)
Test: [30/74]	Loss 1.6450 (1.7198)	Accuracy 37.500 (30.141)
Test: [40/74]	Loss 1.9019 (1.7142)	Accuracy  9.375 (29.726)
Test: [50/74]	Loss 1.7602 (1.7240)	Accuracy 31.250 (29.473)
Test: [60/74]	Loss 1.4701 (1.7110)	Accuracy 43.750 (30.482)
Test: [70/74]	Loss 1.4566 (1.6917)	Accuracy 59.375 (31.382)
Current Accuracy: 30.710
The best accuracy: 30.71000862121582
An epoch time: {:.1f}s326.2016820907593
********************6********************
Current learning rate: 0.01
Epoch: [6][  0/292]	Loss 1.6739 (1.6739)	Accuracy 31.250 (31.250)
Epoch: [6][ 10/292]	Loss 1.5558 (1.6771)	Accuracy 34.375 (27.841)
Epoch: [6][ 20/292]	Loss 1.6144 (1.6870)	Accuracy 34.375 (31.250)
Epoch: [6][ 30/292]	Loss 1.6691 (1.6879)	Accuracy 28.125 (30.544)
Epoch: [6][ 40/292]	Loss 1.4844 (1.6788)	Accuracy 37.500 (30.945)
Epoch: [6][ 50/292]	Loss 1.7948 (1.7087)	Accuracy 25.000 (29.779)
Epoch: [6][ 60/292]	Loss 1.7633 (1.7187)	Accuracy 18.750 (29.150)
Epoch: [6][ 70/292]	Loss 1.8140 (1.7211)	Accuracy 25.000 (28.873)
Epoch: [6][ 80/292]	Loss 1.7351 (1.7226)	Accuracy 18.750 (28.588)
Epoch: [6][ 90/292]	Loss 1.8338 (1.7262)	Accuracy 21.875 (28.434)
Epoch: [6][100/292]	Loss 1.8904 (1.7265)	Accuracy 15.625 (28.342)
Epoch: [6][110/292]	Loss 1.7281 (1.7319)	Accuracy 28.125 (28.181)
Epoch: [6][120/292]	Loss 1.7046 (1.7334)	Accuracy 18.750 (28.202)
Epoch: [6][130/292]	Loss 1.6643 (1.7379)	Accuracy 28.125 (27.743)
Epoch: [6][140/292]	Loss 1.7913 (1.7419)	Accuracy 28.125 (27.615)
Epoch: [6][150/292]	Loss 1.5831 (1.7396)	Accuracy 31.250 (27.566)
Epoch: [6][160/292]	Loss 1.6891 (1.7388)	Accuracy 28.125 (27.620)
Epoch: [6][170/292]	Loss 1.7446 (1.7376)	Accuracy 18.750 (27.760)
Epoch: [6][180/292]	Loss 1.5879 (1.7348)	Accuracy 31.250 (28.039)
Epoch: [6][190/292]	Loss 1.7135 (1.7342)	Accuracy 31.250 (28.141)
Epoch: [6][200/292]	Loss 1.7193 (1.7334)	Accuracy 25.000 (27.923)
Epoch: [6][210/292]	Loss 1.5893 (1.7324)	Accuracy 37.500 (28.036)
Epoch: [6][220/292]	Loss 1.6450 (1.7312)	Accuracy 31.250 (28.153)
Epoch: [6][230/292]	Loss 1.5942 (1.7302)	Accuracy 31.250 (28.314)
Epoch: [6][240/292]	Loss 1.7407 (1.7308)	Accuracy 31.250 (28.371)
Epoch: [6][250/292]	Loss 1.5823 (1.7294)	Accuracy 34.375 (28.349)
Epoch: [6][260/292]	Loss 1.8079 (1.7299)	Accuracy 25.000 (28.329)
Epoch: [6][270/292]	Loss 1.7831 (1.7304)	Accuracy 21.875 (28.286)
Epoch: [6][280/292]	Loss 1.6390 (1.7292)	Accuracy 43.750 (28.325)
Epoch: [6][290/292]	Loss 1.8402 (1.7272)	Accuracy 18.750 (28.436)
Test: [ 0/74]	Loss 1.7468 (1.7468)	Accuracy 34.375 (34.375)
Test: [10/74]	Loss 1.7903 (1.6118)	Accuracy 31.250 (36.364)
Test: [20/74]	Loss 1.7347 (1.6737)	Accuracy 21.875 (33.631)
Test: [30/74]	Loss 1.6584 (1.6983)	Accuracy 34.375 (31.452)
Test: [40/74]	Loss 1.9093 (1.6860)	Accuracy 12.500 (31.555)
Test: [50/74]	Loss 1.7891 (1.6961)	Accuracy 31.250 (31.373)
Test: [60/74]	Loss 1.4069 (1.6798)	Accuracy 56.250 (32.736)
Test: [70/74]	Loss 1.4455 (1.6688)	Accuracy 43.750 (33.011)
Current Accuracy: 32.549
The best accuracy: 32.54918670654297
An epoch time: {:.1f}s325.30215883255005
********************7********************
Current learning rate: 0.01
Epoch: [7][  0/292]	Loss 1.7281 (1.7281)	Accuracy 31.250 (31.250)
Epoch: [7][ 10/292]	Loss 1.7110 (1.7421)	Accuracy 25.000 (28.125)
Epoch: [7][ 20/292]	Loss 1.6904 (1.7152)	Accuracy 28.125 (29.018)
Epoch: [7][ 30/292]	Loss 1.5981 (1.7119)	Accuracy 37.500 (29.435)
Epoch: [7][ 40/292]	Loss 1.7133 (1.6927)	Accuracy 34.375 (30.259)
Epoch: [7][ 50/292]	Loss 1.8165 (1.7039)	Accuracy 34.375 (29.963)
Epoch: [7][ 60/292]	Loss 1.7507 (1.7111)	Accuracy 28.125 (29.457)
Epoch: [7][ 70/292]	Loss 1.5648 (1.7100)	Accuracy 34.375 (29.445)
Epoch: [7][ 80/292]	Loss 1.6245 (1.7152)	Accuracy 34.375 (29.552)
Epoch: [7][ 90/292]	Loss 1.8091 (1.7123)	Accuracy 18.750 (29.567)
Epoch: [7][100/292]	Loss 1.6832 (1.7152)	Accuracy 25.000 (29.455)
Epoch: [7][110/292]	Loss 1.8119 (1.7130)	Accuracy 28.125 (29.842)
Epoch: [7][120/292]	Loss 1.5698 (1.7105)	Accuracy 43.750 (29.933)
Epoch: [7][130/292]	Loss 1.8279 (1.7119)	Accuracy 31.250 (29.866)
Epoch: [7][140/292]	Loss 1.7655 (1.7107)	Accuracy 18.750 (29.743)
Epoch: [7][150/292]	Loss 1.7119 (1.7142)	Accuracy 31.250 (29.636)
Epoch: [7][160/292]	Loss 1.8269 (1.7139)	Accuracy 25.000 (29.814)
Epoch: [7][170/292]	Loss 1.4634 (1.7113)	Accuracy 53.125 (29.971)
Epoch: [7][180/292]	Loss 1.7334 (1.7119)	Accuracy 15.625 (29.817)
Epoch: [7][190/292]	Loss 1.8574 (1.7141)	Accuracy 28.125 (29.745)
Epoch: [7][200/292]	Loss 1.8350 (1.7157)	Accuracy 18.750 (29.602)
Epoch: [7][210/292]	Loss 1.6143 (1.7172)	Accuracy 37.500 (29.517)
Epoch: [7][220/292]	Loss 1.6798 (1.7153)	Accuracy 34.375 (29.468)
Epoch: [7][230/292]	Loss 1.8024 (1.7155)	Accuracy 31.250 (29.627)
Epoch: [7][240/292]	Loss 1.7800 (1.7172)	Accuracy 15.625 (29.616)
Epoch: [7][250/292]	Loss 1.7124 (1.7147)	Accuracy 34.375 (29.768)
Epoch: [7][260/292]	Loss 1.7646 (1.7143)	Accuracy 15.625 (29.682)
Epoch: [7][270/292]	Loss 1.6622 (1.7148)	Accuracy 31.250 (29.636)
Epoch: [7][280/292]	Loss 1.7406 (1.7158)	Accuracy 21.875 (29.560)
Epoch: [7][290/292]	Loss 1.4968 (1.7134)	Accuracy 37.500 (29.639)
Test: [ 0/74]	Loss 1.7493 (1.7493)	Accuracy 28.125 (28.125)
Test: [10/74]	Loss 1.7979 (1.6250)	Accuracy 25.000 (33.523)
Test: [20/74]	Loss 1.8123 (1.6662)	Accuracy 21.875 (32.589)
